"1679306428"|"Modern (1970-Now)"
"1679306428"|"Machine Made"
"1679480995"|"Toys & Hobbies"
"1679480995"|"Diecast, Toy Vehicles"
"1679480995"|"Cars, Trucks-Diecast"
"1679480995"|"Hot Wheels"
"1679480995"|"Modern (1980-Now)"
"1679480995"|"Other"
"1045767117"|"Collectibles"
"1045767117"|"Autographs, Paper & Writing"
"1045767117"|"Paper"
"1045767117"|"Ephemera"
